tanggal,tweet,wisata_hiburan,pendidikan,fasilitas_layanan_publik,kuliner
2021-03-18,"Satu dari lima penduduk Jakarta adalah perantau. Berikut ini daftar kab./kota paling banyak perantau tersebut berasal:

1. Tegal
2. Brebes
3. Kebumen
4. Kota Medan
5. Wonogori
6. Pemalang
7. Cilacap
8. Kuningan
9. Bayumas 
10. Purworejo

#HanyaLokadata 
https://t.co/ZMfmPkQnTJ",-1,-1,-1,-1
2021-03-15,"Lazismu Jawa Tengah menyerahkan bantuan ke korban terdampak angin puting beliung di Kalinyamat Kulon, Mardagana, Kota Tegal, Kamis (11/3).

Selengkapnya https://t.co/DS1UJRxyNs

#Lazismu
#Muhammadiyah
#MemberiUntukNegeri
#AksiBersamaUntukSesama
#ZakatHebat https://t.co/cf8Mb2gO4C",-1,-1,1,-1
2021-03-28,"Satu dari 5 penduduk Jakarta adalah perantau. Jumlahnya sekitar 2,5 juta dari 10,5 juta jiwa penduduk Ibu Kota. Perantau terbanyak berasal dari:

1. Kab. Tegal
2. Kab. Brebes
3. Kab. Kebumen
4. Kota Medan
5. Kab. Wonogiri

#HanyaLokadata #MediaLawanCovid19 https://t.co/ZMfmPkQnTJ",-1,-1,-1,-1
2021-03-09,"Seorang guru SD di Kota Tegal dikabarkan meninggal usai vaksinasi COVID-19. Namun Dinkes setempat menyatakan, meninggalnya guru tersebut bukan Kejadian Ikutan Pasca Imunisasi (KIPI). #publisherstory https://t.co/ilQVrvpKnO",-1,1,-1,-1
2021-03-02,Wakil Ketua DPRD Kota Tegal Wasmad Edi Susilo sempat bikin geger karena menggelar acara dangdutan saat pandemi virus Corona. #SetahunCoronaRI https://t.co/6LaBpvPhjg,-1,-1,1,-1
2021-03-10,"Dinkes Kota Tegal nyatakna, ninggalé salah siji guru SD nang Kota Tegal dudu gara-gara ngalami Kejadian Ikutan Pasca Imunisasi (KIPI). Tapiné merga lara diabétes. #publisherstory https://t.co/V9HzGHYV6E",-1,-1,-1,-1
2021-03-24,"7. Petani di Kota Tegal, Jawa Tengah, menolak dengan tegas rencana pemerintah mengimpor beras 1 juta ton. Menurutnya, saat harga normal, satu kwintal gabah kering dihargai Rp500.000. Saat ini merosot menjadi Rp350.000 per kwintal. | #Jokowi #ImporBeras
https://t.co/XgNVCyRf0q.",-1,-1,-1,-1
2021-03-22,"""Sangat tidak setuju sekali. Petani mau panen raya, pemerintah malah impor,"" kata Munaseh, petani di Kota Tegal. #publisherstory https://t.co/z1Lym6uLYP",-1,-1,-1,-1
2021-03-19,"Pasutri berinisial S (50) dan M (49), warga Kelurahan Margadana, Kecamatan Margadana, Kota Tegal, Jateng, meninggal dunia akibat terinfeksi Covid-19. https://t.co/8WpXNGWCpt",1,-1,1,-1
2021-03-02,Gubernur Ganjar Sebut Wali Kota Tegal dan Wakilnya Sudah Kembali Kerja Bareng: Hubungan kedua pimpinan di Kota Tegal itu dikabarkan mulai membaik. https://t.co/tZqmoG6rUT,-1,1,-1,-1
2021-03-05,"KONFLIK antara Wali Kota Tegal Jawa Tengah Dedy Yon Supriyono dengan wakilnya, Muhamad Jumadi, menarik perhatian banyak pihak. Upaya untuk mendamaikan dua pimpinan di Kota Tegal itu telah dilakukan namun belum membuahkan hasil.  https://t.co/LHUz3xFbOc",-1,-1,-1,-1
2021-03-26,"Organda Kota Tegal meminta kebijakan larangan mudik Lebaran dikaji ulang karena dianggap merugikan pelaku usaha angkutan darat. 

#Nusantara #adadikompas 
https://t.co/ufJeAZsloH",-1,-1,0,-1
2021-03-24,Dinas Kesehatan Kota Tegal menargetkan 101.680 jiwa di Kota Tegal disuntik vaksin COVID-19 yang terbagi dalam empat tahap. #publisherstory https://t.co/ACyOPUIGsm,-1,-1,-1,-1
2021-03-30,"Dalam rapat paripurna DPRD Kota Tegal, Selasa (30/3/2021), Wali Kota Tegal, Dedy Yon Supriyono akhirnya LKPj Tahun Anggaran (TA) 2020, setelah ditunda sehari. #publisherstory https://t.co/G1u5YtF23O",-1,-1,1,-1
2021-03-11,"Ula sanca kembang dawané 4,5 méter ditemukna maning daning warga Kelurahan Kemandungan, Kecamatan Tegal Barat, Kota Tegal. #publisherstory https://t.co/F0Y7QdYry2",1,-1,1,-1
2021-03-15,"Sebanyak 284 ASN seperti tenaga pendidikan dan kesehatan di Kota Tegal, Senin (15/3/2021), secara virtual dilantik dan diambil sumpah jabatan oleh Wali Kota Tegal, Dedy Yon. #publisherstory https://t.co/IdxDMqL0eQ",-1,-1,-1,-1
2021-03-29,Danramil 21/Tegal Selatan menghadiri lomba Posyandu tingkat Kota Tegal tahun 2021 bertempat di kelurahan Tunon Kecamatan Tegal Selatan.senin (29/03/21) https://t.co/juWcBFnS3j,-1,-1,1,-1
2021-03-17,"Kanwil Kumham Jateng Berperan Dalam Pembentukan Perda Kota Tegal.

Baca Selengkapnya di:
https://t.co/MUmqg7r6lB https://t.co/KYYreTpa44",-1,1,-1,-1
2021-03-04,"Mediasi gagal, gugatan perdata sejumlah warga Kelurahan Panggung Kecamatan Tegal Timur, Kota Tegal, Jawa Tengah, terhadap PT. KAI dan Pemkot Tegal masih bergulir di Pengadilan Negeri (PN) Kota Tegal.

  https://t.co/k3cYPZ1AVK",-1,-1,1,-1
2021-03-19,"Sebanyak 15 orang kontak erat pasangan suami istri di Kota Tegal, yang meninggal akibat Covid-19 usai menghadiri reuni sekolah di-swab PCR. https://t.co/I1IV0HkXgF",-1,-1,1,-1
2021-03-26,"DPRD Provinsi Jabar terkejut dengan kinerja Bank BJB di luar Jabar seperti Bank BJB Cabang Kota Tegal dan Bank BJB Cabang Semarang, Jawa Tengah, yang menunjukkan kinerja baik meskipun di tengah pandemi COVID-19.

https://t.co/r6vCm9cQhH #pdiperjuangan",-1,-1,-1,-1
2021-03-03,"Wali Kota Tegal dan Wakil Wali Kota Rukun Lagi, @ganjarpranowo : Mereka Sudah Rapat Kok 
https://t.co/uhfk4IocG8",-1,-1,1,-1
2021-03-10,"Warga Kelurahan Kemandungan, Kecamatan Tegal Barat, Kota Tegal kembali menemukan ular sanca kembang sekira panjang 4,5 meter usai hujan turun. #publisherstory https://t.co/Ehneh7HgoL",-1,-1,1,-1
2021-03-25,Dinas Kesehatan Kota Tegal mencatat sebanyak 15.030 penduduk telah menerima suntikan vaksin Covid-19. https://t.co/T5gNBCZp1A,-1,-1,1,-1
2021-03-10,"Pemerintah Kota (Pemkot) Tegal akan merehab Pasar Martoloyo di Kelurahan Panggung, Kecamatan Tegal Timur, Kota Tegal, Jawa Tengah mulai akhir Maret 2021 ini. #publisherstory https://t.co/M4G1KzcXf6",-1,-1,1,-1
2021-03-30,Pemerintah Kota Tegal akhirnya menunda rencana pengosongan terhadap 62 unit hunian Rusunawa Kraton. #publisherstory https://t.co/D0qQleANj3,-1,-1,-1,-1
2021-03-14,"Industri teksil alat tenun bukan mesin (ATBM) di Pantura  Kabupaten/Kota Tegal, Pemalang dan Pekalongan, Jawa Tengah, mengeluhkan kelangkaan dan mahalnya bahan baku.  https://t.co/YsXieFLji8",-1,-1,-1,-1
2021-03-27,Seorang pelajar kelas 3 SMA Negeri di Kota Tegal harus menjalani isolasi mandiri di kediamannya di Kelurahan/Kecamatan Margadana. #publisherstory https://t.co/0FaEXbY1ne,-1,-1,1,-1
2021-03-12,Sedikitnya 27.000 warga lanjut usia (Lansia) di Kota Tegal ditargetkan menerima vaksinasi COVID-19 yang dimulai sejak tahap kedua. #publisherstory https://t.co/IfzCiPxBK8,-1,-1,-1,-1
2021-03-29,"etua Fraksi PDI Perjuangan Edy Suripno menyebut, ditundanya paripurna LKPj Wali Kota Tegal akhir TA 2020 mempertegas bahawa Pemkot Tegal sedang dalam kondisi instabilitas. #publisherstory https://t.co/gOk8Jmojgw",-1,-1,-1,-1
2021-03-03,"Hubungan Wali Kota Tegal dan Wakil Wali Kota dikabarkan membaik setelah bertemu Gubernur Jawa Tengah Ganjar Pranowo. https://t.co/MS5F5gziaq

#BeritaSonora via @kompascom",-1,1,-1,-1
2021-04-16,"Jumat berkah. 

Terminal bisa Kota Tegal tampak lengang, namun di taman bacaan kami yg terletak di terminal, TBM Sakila Kerti gemuruh terdengar orang-orang mendaras Al Quran. Termasuk suara lirih Mbok Simpen (78), pengasong yang menjadi pemustaka setia di TBM terminal ini. https://t.co/jdLkc6i75Y",-1,-1,-1,-1
2021-04-12,Selamat hari jadi ke-441 Kota Tegal.. https://t.co/uy0pVpETuf,-1,1,1,1
2021-04-08,"Bangunan yang ada didepan Stasiun Tegal ini sangat ikonik, bahkan ada  yang menyebutnya sebagai Lawang Sewunya Kota Tegal. Ya karena bangunan ini adalah saudara kembar Lawang Sewu Semarang karena dulunya bekas kantor kereta api SCS  dimasa Hindia Belanda
#pesonategal https://t.co/ENYI2aKylO",-1,-1,-1,-1
2021-04-16,"Kota apa yang lagunya Rossa pas lagi cadel?

Tegal. #sawityowit2021",1,-1,-1,-1
2021-04-28,"@vita_AVP @MercyZheng @wjoko568 Jalan jalan ke kota Tegal
Singgah pula di Surakarta
Bijimane mau nemuin sandal
Kalau pakai penutup mata

Masak air!!
@_kakron_ 
@Slam_41TH 
@Jason_Kenan 
@kangritwit17 
@R21Wid 
@Purwaningrum12 
@pipigemol 
@temansahaja
@njusmiyanto https://t.co/cwOs7MhRZy",-1,-1,-1,-1
2021-04-30,"Pantau Penerapan Protokol Kesehatan,wawalkot Tegal @MJJumadi Sholat Jum'at di Masjid BAITUSSYIFA, Kelurahan Kraton, Kota Tegal, (30/4) @PemkotTegal @ganjarpranowo #JatengLawanCorona @Rita_wwibowo @tegal_warta @babinsa_peduli @Detak_Channel @pendim_tegal https://t.co/yxOWDl2vhj",1,-1,-1,-1
2021-04-30,"Menjalin Silaturahmi dan meningkatkan sinergitas dengan jejaring Komisi Yudisial salah satunya Barisan Ansor Serbaguna Kota Tegal, bersama Kasatkorcab Banser Kota Tegal, Habib Husein Bagir bin Yahya.
___________
#PKYJateng 
#kyjateng 
#bansertegal 
#banser https://t.co/V92cUiw13F",-1,-1,1,-1
2021-04-12,"Selamat Hari Jadi Kota Tegal ke-441 (12 April 1580 - 2021)
""Teteg Nyambut Gawe, Tatas Alangane""

Semoga semakin maju Kotanya, sejahtera warganya, aamiin

_______ https://t.co/NlcrnueaO4",-1,-1,-1,-1
2021-04-02,"Mohon ijin Pak @ganjarpranowo , permasalahan sedimentasi didaerah Kab/Kota Tegal @PemkotTegal sampai saat blm ada tindaklanjut normalisasi,semakin parah dan berdampak pd ekonomi nelayan kecil,nelayan terhambat keluar masuk alur muara saat hendak dan kembali melaut  @InfoPewarta https://t.co/fdd19j3T48",-1,-1,-1,-1
2021-04-21,"@mazzini_gsp Bang kayaknya nama adiknya Kardinah deh bukan Kartinah. Namanya sekarang dipake buat RS di Kota Tegal, RS Kardinah.",-1,1,-1,-1
2021-04-07,@rifyuds Kota Tegal kah?,1,-1,1,-1
2021-04-29,"@aRdy_NET Mungkin efek dari kamera juga, ok deh bang di lanjut, rumah ku deket tuh dari Brexit 1km,n arah KoTa Tegal",-1,-1,-1,-1
2021-04-09,@PemkotTegal @InfoPewarta Selamat sedulur kota tegal...yuh kudu teteg terus🥳🙏,-1,-1,-1,-1
2021-04-30,"Ada yang sudah mampir ke Kampung Ramadan Kota Tegal yang lokasinya di lapangan SMAN 1 Tegal? Acara yang digelar mulai 26 April - 23 Mei 2021 menghadirkan aneka kerajinan, kuliner, fashion, dan masih banyak lagi.

Jangan lupa untuk mengenakan masker, jarak dengan pengunjung lain https://t.co/ojX8w1Cngl",1,-1,-1,1
2021-04-12,"Selamat hari jadi untuk Kota Tegal yang ke 441 tahun. Kota yang bikin nyaman dan betah karena semuanya serba murah.

Semoga Kota Tegal bisa jadi kota yang makin nyaman untuk warganya. Dan semakin maju untuk kedepannya. https://t.co/zQ2UPs0sEf",-1,-1,-1,-1
2021-04-12,"Selamat hari jadi kota Tegal ke 441, 12 april 2021
harapan terbaik untuk kota tercinta dan tetap menjadi kota yang nyaman untuk semua https://t.co/9ulNK7SnZY",-1,-1,-1,-1
2021-04-21,Surat Edaran Wali Kota Tegal tentang Pelaksanaan Pemberian THR Keagamaan Tahun 2021 bagu Pekerja/Buruh di Perusahaan https://t.co/JZQE7bqjvT,-1,-1,1,-1
2021-04-27,"Personel gabungan dari Polres Tegal Kota, Kodim 0712/Tegal, bersama Dishub dan instansi terkait lainnya melaksanakan ops yustisi dengan penyekatan secara selektif prioritas kendaraan plat luar daerah yang memasuki wilayah Kota Tegal di depan pos lantas kawasan Terminal Bus Tegal https://t.co/4tATl8BYpT",-1,-1,1,-1
2021-04-18,"Prakiraan Cuaca Kota Tegal,
Berlaku Mulai Minggu, 18 April 2021 pukul 07.00 WIB
Hingga Senin, 19 April 2021 pukul 07.00 WIB 

Info : BMKG Tegal

#ElshintaWeekend https://t.co/snWESudhoE",-1,-1,1,-1
2021-04-10,"Tahukah kamu 

Bangunan yang ada didepan Stasiun Tegal ini sangat ikonik, bahkan ada  yang menyebutnya sebagai Lawang Sewunya Kota #Tegal. 

Masih saudara Lawang Sewu #Semarang https://t.co/vL2p7jrQBw

#INDONESIAinLOVE",-1,-1,-1,-1
2021-04-24,"Parfum Laundry Kota Tegal, Jawa Tengah Parfum Laundry Kota Tegal, Jawa Tengah View On WordPress https://t.co/zzlVYFqqs6",-1,-1,-1,-1
2021-04-12,"Selamat Ulang Tahun Ke-441 Kota Tegal!
Semoga Kota Tegal menjadi Kota yang maju, modern, penuh wawasan dan kreatifitas.
Tegal Nyambut Gawe, Tatas Alanganne
#441KotaTegal #destinasipariwisatategal #ayodolantegal  #wisatategal #infotegal #updatetegal  #wonderfullindonesia https://t.co/C8isZjdojW",-1,-1,-1,-1
2021-04-27,"Kapolres Tegal Kota AKBP Rita Wulandari Wibowo, SIK, MH di Pos Lalu lintas depan Terminal Bus Kota Tegal, Senin (26/4/2021)Cegah Penyebaran Covid 19, Polres Tegal Kota Gelar Penyekatan Arus Mudik @Rita_wwibowo @poldajateng_  #PolriHimbauTidakMudik2021 https://t.co/Ydq0bfJ3le",-1,-1,1,-1
2021-04-20,"Prakiraan Cuaca Kota Tegal, Kabupaten Tegal dan Kabupaten Brebes

Berlaku Mulai Selasa, 20 April 2021 pukul 07.00 WIB
Hingga Rabu, 21 April 2021 pukul 07.00 WIB 

Info : BMKG Tegal

#ElshintaEdisiPagi https://t.co/UB7GuTlSnA",-1,-1,-1,-1
2021-04-28,Pemerintah Kota Tegal melarang mudik bagi ASN dengan menerbitkan Surat Edaran No. 443/007 tentang Pembatasan Kegiatan Berpergian ke Luar Daerah dan/atau Mudik dan/atau Cuti Bagi ASN dalam masa Landemi Covid-19 tanggal 12 April 2021. https://t.co/RRl3yTrPNC,-1,-1,1,-1
2021-04-05,@Jowo_Jawi Tangkapan cctv tadi pagi di tengah kota tegal masGen https://t.co/YP0Iyj4tt6,-1,-1,-1,-1
2021-04-27,"DPRD Setujui Empat Raperda 

Rapat Paripurna Dewan Perwakilan Rakyat Daerah Kota Tegal dengan acara persetujuan penetapan atas 4 (empat)  Rancangan Peraturan Daerah (Raperda) Kota Tegal menjadi Peraturan Daerah (Perda).(Humas)

Selengkapnya di :https://t.co/uf9Ges8Dtz https://t.co/LhC8Y67GUh",-1,-1,1,-1
2021-04-16,09.45 Situasi arus lalu lintas di Tol Dalam Kota (Tegal Parang) terpantau ramai lancar. https://t.co/1fQ9yl4Uqr,-1,-1,1,-1
2021-04-03,"Kalo pasa Ramadhan nanti, gue buka infaq online gimana?

Yang mana nanti semua dananya tersebut untuk rumah yatim dan juga bagi yang membutuhkan.

Kebetulan gue punya organisasi di kantor yang kerjasama sama salah satu panti asuhan di Kota Tegal.",-1,-1,-1,-1
2021-04-10,"@moekartho Plat G, brebes, kota tegal, slawi, Pemalng",-1,-1,-1,-1
2021-04-20,"Selamat untuk POSYANTEK KELURAHAN yang masuk nominasi Penilaian Lapangan /  on the spot, dalam rangka persiapan Gelar Tekonologi Tepat Guna Tahun 2021 Kota Tegal https://t.co/IaQqTscAQ4",1,-1,-1,-1
2021-04-22,"Acara tersebut di hadiri Plt. Kepala Disparpora, Moh. Ali Mukharom, Kepala Seksi Disporapar Provinsi Jawa Tengah, Purdianto, dan Kepala Dindikbud Mualip, serta para peserta se-Karesidenan Pekalongan yaitu Kab. Brebes, Kota Tegal, Kab. Pemalang, Kab. Pekalongan, dan Kab. Batang. https://t.co/dEDWGL9FnZ",-1,-1,-1,-1
2021-04-16,"UBSI KAMPUS TEGAL GELAR WORKSHOP PEMBUATAN DESIGN DENGAN CANVA

Hai Sobat BSI…

Mengisi Ramadhan 1422 H ini, Universitas Bina Sarana Informatika (UBSI) Kampus Kota Tegal akan menyelengarakan kegiatan Workshop Berbagi Sesama Insan dengan tema “Product Promotion With Canva Design https://t.co/ztzuOmTMms",-1,1,-1,-1
2021-04-29,"Hari ini 29 April 2021, JCI Chapter Tegal merayakan hari jadinya yang ke-10

Selamat merayakan satu dekade kebersamaan @JCI_Tegal!  Semoga semakin kompak, solid, bersinergi &amp; terus menjadi rumah terbaik bagi Juventini di kota Tegal. 

Buon 10 Anniversario @JCI_Tegal!

#JCITegal https://t.co/acLhr8XA1P",1,-1,-1,-1
2021-04-12,"JONI mau ngucapin Selamat Ulang Tahun untuk Kota Tegal yang ke-441
Nah.. khususnya buat #TemanJNE yang ada di Kota Tegal ada yang spesial buat kamu nih.. https://t.co/sqWeASOUXa",-1,-1,1,1
2021-04-11,"Kerabat KOTAKU 🙋👷
Tim Satker Wilayah 3 BPPW Jawa Tengah melakukan monitoring dan Evaluasi kegiatan BPM CFW di Kota Tegal. Simak selengkapnya di @kotaku_eksis pada tautan berikut:
https://t.co/WnCRcfXuKZ https://t.co/5qHciOBnK4",-1,-1,1,-1
2021-04-18,Seorang wanita asal Brebes mengucapkan selamat ulang tahun kepada pacarnya melalui baliho di Kota Tegal. Bagaimana kisah lengkapnya? https://t.co/wdK2zESmZK,-1,-1,-1,-1
2021-04-30,"Wali Kota Tegal, Dedy Yon Supriyono mengatakan, Pemerintah Kota (Pemkot) memberikan perhatian terhadap perluasan kesempatan kerja bagi tenaga kerja lokal Tegal.

https://t.co/SG5Wdyeezf",-1,-1,-1,-1
2021-04-12,"Selamat Menunaikan Ibadah Puasa Ramadhan 1442 H
-----‐--‐---------‐------‐‐-------------
Sudirman, https://t.co/rYwYDo5YBr., MSi
(Kepala BNN Kota Tegal)
.
.
.
#warOnDrugs #bnnri #bnnpjateng #bnnktegal https://t.co/evRXpKYz3s",-1,-1,-1,-1
2021-04-07,Wakil Wali Kota Tegal Sidak PTM ke Sekolah https://t.co/cueTG5NZhx https://t.co/G85XM0QLNY,-1,1,-1,-1
2021-04-12,Aneka Penghargaan Jadi Kado Terindah HUT ke-441 Kota Tegal https://t.co/erTKEA5zaO https://t.co/PTKK3CcM7F,1,-1,-1,-1
2021-04-27,"Klaster baru kasus positif COVID-19 muncul di Kota Tegal. Yakni, di Pondok Pesantren (Ponpes) Ihsaniyah di Kelurahan Pekauman, Kecamatan Tegal Barat. #publisherstory https://t.co/QhzXgpLbDS",-1,-1,1,-1
2021-04-29,"Saat klaster penularan Covid-19 muncul di pondok pesantren, Kementerian Agama Kota Tegal mengizinkan santri mudik. https://t.co/JLk0aPm2ft",-1,-1,1,-1
2021-04-28,"Larangan Mudik Lebaran, Satlantas Kota Tegal Gencar Lakukan Pengetatan Pemeriksaan https://t.co/pIZ9ssOiN7 https://t.co/6fwfnhD2lR",-1,-1,-1,-1
2021-04-23,"syarif sham magelung sekti dan eyang buyut bunda dewi ayu Gandasari

tempat daerah kota tegal di samping smp 13 kota tegal.
pemukiman jarang ada yang tau🙏🙏🙏",-1,-1,1,1
2021-04-16,"Yuk gengs! Tetep semangat puasa.
FYI BNNK Tegal ada layanan SKHPN lho, bagi yg membutuhkan bisa langsung ke Klinik Bahari Sehat Kota Tegal yg ada di Kantor BNNK Tegal.
#bnnri #bnnpjateng #bnnktegal https://t.co/yb92zZ3Vct",-1,-1,-1,-1
2021-04-22,"Halo warga #Tegal dan sekitarnya!

Kantor CITRANET Tegal yang berlokasi di Jalan Werkudoro, Langon Square No 7 Slerok Tegal Timur
Kota Tegal telah diresmikan dan beroperasi melayani pelanggan mulai hari ini. https://t.co/3sxkGFxUol",-1,-1,-1,-1
2021-04-18,#Terpopuler Seorang wanita asal Brebes mengucapkan selamat ulang tahun kepada pacarnya melalui baliho di Kota Tegal. Bagaimana kisah lengkapnya? https://t.co/qVn6ZmzMCg,-1,-1,-1,-1
2021-04-06,"Muhammad Rizki Nugraha (11), warga Tasikmalaya, akhirnya ditemukan di Kota Tegal, Jawa Tengah, Senin (05/04/). Bocah itu sempat hilang selama setahun. https://t.co/mfxZ7YI9eM",-1,-1,-1,-1
2021-04-17,"Pada hari Rabu, tanggal 10 Maret 2021, Bagian Hukum Setda Kota Tegal mengadakan Studi Banding ke Kota Surakarta. https://t.co/2Ez8njIrKV",-1,-1,-1,-1
2021-04-05,Bocah asal Tasikmalaya Hilang Selama Setahun Ditemukan di Kota Tegal https://t.co/7Re1MMN5yI,-1,-1,-1,-1
2021-04-16,"Baliho reklame berisi ucapan selamat ulang tahun untuk pacarnya di Kota Tegal, Jawa Tengah, ramai diperbincangkan. https://t.co/kg9rzXhosN",-1,-1,-1,-1
2021-04-28,"Aja klalen ramaikan opening store O'yaG di Kartini Tegal.

Ada Promo Opening Beli 2 Dapat 4 

Alamat Store : Jl. R.A. Kartini, Mangkukusuman, Kec. Tegal Timur., Kota Tegal 
(samping klinik pratama Aisyiyah Siti Hajar)

Instagram @oyag_tegal https://t.co/JJhsq2KsjI",-1,-1,-1,1
2021-04-28,"Raih kesempatan suksesmu untuk masa depan yang lebih baik bersama Fakultas Hukum UPS Tegal
Satu2nya program studi yang terakreditasi A PTS se-eks karesidenan pekalongan. 

Universitas Pancasakti Tegal
Fakultas Hukum

Jl. Halmahera Km. 01 Kota Tegal
Wa. 0818 0222 6612 https://t.co/LQ5mVQES0o",-1,1,-1,-1
2021-04-16,"09:48: RT @TMCPoldaMetro: Situasi arus lalu lintas di Tol Dalam Kota (Tegal Parang) terpantau ramai lancar. 
#ElshintaEdisiPagi
https://t.co/8HUds1FWIU",-1,-1,1,-1
2021-04-21,"Wali Kota Tegal Dedy Yon Supriyono akhirnya disuntik vaksin Covid-19 dosis pertama di rumah dinasnya di Komplek Balai Kota Tegal, Rabu (21/4/2021). https://t.co/n9yC6xnkr0",-1,-1,1,-1
2021-04-12,"Ibu dan bayi yang baru dilahirkan di Kota Tegal positif Covid-19. Menurut Dinas Kesehatan, keduanya diduga tertular saat dijenguk di rumah. https://t.co/snMDI7QZzf",-1,-1,-1,-1
2021-04-09,"Kab. Tegal - Jateng | Jum'at (9/4)

Giat Pelayanan Ambulan PMI Kabupaten Tegal, merujuk pasien an. Bpk Mulyanto (66) yang beralamat di Kel. Panggung RT 01 RW 4 ke RS Kardina Kota Tegal
#pmisiapbantu
@umiazizah60 
@SabilillahArdie 
@ganjarpranowo 
@PMIJawaTengah 
@HumasTegalkab https://t.co/CZH0QTeWA0",-1,-1,-1,-1
2021-04-02,"Badan Kesatuan Bangsa dan Politik Provinsi Jawa Tengah melaksanaan Deteksi Dini terkait pelaksanaan Jumat Agung di wilayah Kota Tegal, Situasi Aman dan berjalan dengan kondusif. (2/4).
Jateng Gayeng
🙏🇲🇨🇲🇨🇲🇨🇲🇨🙏 https://t.co/rydNyG2LG8",-1,-1,1,-1
2021-04-18,"EN, putri dari Bupati Brebes Idza Priyanti diteror orang tak dikenal saat perjalanan pulang usai mengikuti acara buka puasa bersama di Kota Tegal. https://t.co/nKgXudbJAD",-1,-1,-1,-1
2021-04-02,Menjajal Kota Tegal | Cerita Kota tvOne https://t.co/UIEgDMBPul,-1,-1,-1,-1
2021-04-14,"Ibu dan bayi baru lahir positif Covid-19 masih menjalani perawat di RSUI Harapan Anda, Kota Tegal. Kondisi keduanya membaik. https://t.co/ydr53mxWse",-1,1,-1,-1
2021-04-28,"Dengan berkumpulnya kita dalam wadah keluarga besar PDI Perjuangan momen buka bersama ini sebagai wujud kebersamaan kita supaya semakin solid tentunya.” ujar Hj. Rosalina, Bendahara DPC PDI Perjuangan Kota Tegal

#PDIPerjuangan 
#SolidBergerak",-1,-1,-1,-1
2021-04-28,"Gelar Buka Bersama, Hj. Rosalina Berharap PDI Perjuangan Kota Tegal Semakin Solid

“Sebagai bulan yang penuh ampunan dan keberkahan, sebagai insan umat muslim mari berlomba-lombalah mencari kebaikan untuk bekal nanti.

#PDIPerjuangan 
#SolidBergerak",-1,-1,-1,-1
2021-04-21,"Ifin Katini (48) rela menjadi tenaga relawan di sekolah gratis bagi pengasong di Terminal Bus Kota Tegal, Jawa Tengah. https://t.co/fbhpeefWIn",-1,-1,-1,-1
2021-04-14,"1.Pekalongan (Siaga)
2.Pemalang (Siaga)
3.Purbalingga (Siaga)
4.Banjarnegara (Siaga)
5.Kota Semarang (Waspada)
6.Batang dan Kendal (Waspada)
7.Temanggung dan Demak (Waspada)
8.Cilacap dan Brebes (Waspada)
9.Banyumas dan Kota Tegal (Waspada)",-1,-1,-1,-1
2021-04-12,"Selain itu buat Teman JNE yang berada di Kota Tegal kalian bisa juga nikmati free ongkir untuk kirim di dalam Kota Tegal khusus di tanggal 12 April 2021

Jangan lupa sebelumnya untuk follow dulu @jne.tegal di Instagram ya https://t.co/Qxz2uTZMOQ",-1,-1,-1,-1
2021-04-26,"Warga Kota Tegal, Jawa Tengah, yang baru datang dari perantauan diharuskan menjalani swab antigen untuk mencegah Covid-19. https://t.co/Xd6e0hkpWM",-1,-1,1,-1
2021-04-26,"Mudik lebaran dilarang oleh pemerintah, di Kota Tegal sudah dilakukan penyekatan https://t.co/0na26PDITm",-1,-1,-1,-1
2021-04-30,"MEMASUKI pekan ketiga Ramadan harga sejumlah bahan pokok di pasar tradisional di Kota Tegal, Jawa Tengah, mengalami kenaikan.  https://t.co/FlpMyLo3fk",-1,-1,-1,-1
2021-04-28,Pemréntah Kota Tegal batal mbuka Alun-alun Kota Tegal lan Taman Pancasila wayah Badanan mengko. #publisherstory https://t.co/SLEO0R68DF,1,-1,-1,-1
2021-04-12,Jadwal imsakiyah setiap daerah berbeda-beda tergantung dari lokasinya. Berikut jadwal imsakiyah untuk wilayah Kota Tegal. #publisherstory https://t.co/3iKXp4dXay,-1,-1,-1,-1
2021-04-02,"Fraksi PDI Perjuangan menyebut ditundanya paripurna LKPj Wali Kota Tegal merupakan imbas dari adanya konflik Wali Kota Dedy Yon dan Wakil Wali Kota M. Jumadi yang mencuat akhir-akhir ini.

https://t.co/i95BCJ72sj #pdiperjuangan",-1,-1,-1,-1
2021-04-19,"DPD Partai NasDem kota Tegal terus bergerak memperkuat struktur partai dari tingkat DPC hingga DPRT.

https://t.co/UCVWCw8vDe",-1,-1,-1,-1
2021-04-06,Kota Tegal menjadi salah satu daerah yang dijadikan sebagai percontohan PTM dari sejumlah sekolah yang ada. Hanya ada empat sekolah yang dijadikan percontohan PTM tersebut.  https://t.co/2JvjbcVcdW,-1,1,-1,-1
2021-04-15,"Kadinkes Kota Tegal dr Sri Prima Indraswari mengatakan, pelaksanaan vaksinasi Covid-19 tahap dua masih terus dilaksanakan siang hari saat Ramadhan. https://t.co/QLh6FllJXo",-1,-1,-1,-1
2021-04-09,"Kampung Tirang di pesisir Kota Tegal adalah potret warga marjinal yang coba menggapai terang setelah sekian lama tersisih dari peradaban. 

#Nusantara #adadikompas 
https://t.co/yQBIRGovDP",-1,-1,-1,-1
